店の名前,駅からの距離,店のカテゴリ(キーワード),紹介文,評価,コメント数,ブックマーク数,夜の予算,昼の予算,住所
無印良品 イオンSENRITO店,千里中央駅 119m,その他,,3,1,9,～￥999,～￥999,大阪府豊中市新千里東町1-1-3 イオンSENRITO専門館 2F
御そば処 美松 千里店,千里中央駅 321m,そば、うどん、天丼,,3.09,35,473,-,～￥999,大阪府豊中市新千里東町1-3-21 せんちゅうパルB1F
セブンイレブン モノウェル千里中央店,千里中央駅 34m,コンビニ・スーパー,,3,3,17,-,-,大阪府豊中市新千里東町1-5-4
だし福,千里中央駅 214m,日本料理、麺類,,3.31,46,370,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市新千里東町1-3-149 せんちゅうパル B1F
アンリ・シャルパンティエ 千里阪急店,千里中央駅 257m,ケーキ,,3.04,22,160,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1F
喜八洲総本舗 千里中央店,千里中央駅 115m,和菓子,,3.03,14,221,-,-,大阪府豊中市新千里東町1-1-3 1F
秀彬 せんちゅうＰＡＬ店,千里中央駅 321m,韓国料理,,3.3,63,881,"￥2,000～￥2,999",～￥999,大阪府豊中市新千里東町1-3-205
梅八 千里中央店,千里中央駅 292m,とんかつ、日本料理、弁当,,3.38,116,1371,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市新千里東町1-3-12 千里中央駅ビル
焼鳥 だいご,千里中央駅 97m,焼き鳥,,3.14,14,526,"￥5,000～￥5,999",-,大阪府豊中市新千里東町1-3-11 せんちゅうパル 1F
鉄板焼・フレンチ・和洋会席 ボナージュ,千里中央駅 272m,ステーキ、フレンチ、鉄板焼き,,3.31,50,1225,"￥6,000～￥7,999","￥3,000～￥3,999",大阪府豊中市新千里東町2-1 千里阪急ホテル東館 2F
コメダ珈琲店 千里中央店,千里中央駅 279m,喫茶店,,3.07,34,140,～￥999,"￥1,000～￥1,999",大阪府豊中市新千里東町1-3 せんちゅうパル 3F
ユーハイム 阪急百貨店千里阪急店,千里中央駅 254m,洋菓子,,3.01,10,41,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1F
いなごや酒店,千里中央駅 966m,その他,,3.04,2,112,-,-,大阪府豊中市新千里東町3-3-120-103
家族亭 千里中央店,千里中央駅 91m,そば、うどん、食堂,,3.05,31,250,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市新千里東町1-5-3
つる家 千里阪急ホテル店,千里中央駅 233m,日本料理,,3.23,44,425,"￥8,000～￥9,999","￥4,000～￥4,999",大阪府豊中市新千里東町2-1 千里阪急ホテル東館 ２Ｆ
DONQ 千里阪急店,千里中央駅 275m,パン、サンドイッチ,,3.04,2,17,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1F
LAWSON 千里中央店,千里中央駅 130m,コンビニ・スーパー,,3,4,21,-,-,大阪府豊中市新千里東町1-3
ジャンボカレー,千里中央駅 190m,カレー、居酒屋,,3.43,227,2465,～￥999,～￥999,大阪府豊中市新千里東町1丁目3-3 せんちゅうパル B1F
鳥づくし 千里阪急店,千里中央駅 286m,焼き鳥、鳥料理,,3.01,5,25,-,～￥999,大阪府豊中市新千里東町1-5-1 千里阪急
セブンイレブン 千里中央駅北店,千里中央駅 394m,コンビニ・スーパー,,3,4,16,-,-,大阪府豊中市新千里東町1-2-3
烈火 千里中央店,千里中央駅 271m,ラーメン,,3.44,127,880,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市新千里東町1-3 せんちゅうパル B1F
浪花ろばた八角 千里中央店,千里中央駅 241m,居酒屋、食堂、うどん,,3.1,104,1039,～￥999,～￥999,大阪府豊中市新千里東町1-3 せんちゅうパル 1F
カフェ レスト,千里中央駅 477m,カフェ,,3.14,13,50,-,-,大阪府豊中市新千里東町1-2-20 2F
ニューアストリア,千里中央駅 183m,喫茶店、サンドイッチ、カフェ,,3.72,1292,33265,～￥999,～￥999,大阪府豊中市新千里東町1-3-8 せんちゅうパル　Ｂ１Ｆ
牛めし つの田,千里中央駅 261m,弁当,,3.04,2,10,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1F
叶匠寿庵 千里阪急店,千里中央駅 276m,和菓子,,3.05,6,65,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1F
大寅 千里阪急店,千里中央駅 265m,揚げ物,,3,1,13,-,-,大阪府豊中市新千里東町1-5-1 千里阪急店 B1F
野菜とつぶつぶ アプサラカフェ LABI千里中央店,千里中央駅 506m,カフェ,,3.3,44,1276,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市新千里東町1-2-20 LABI 4F
Sパークローソン 千里店,千里中央駅 903m,コンビニ・スーパー,,3,1,3,-,-,大阪府豊中市新千里東町3-8-3
豆狸 千里阪急店,千里中央駅 292m,いなり寿司,,3.01,8,87,～￥999,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1F
鳥貴族 せんちゅうパル店,千里中央駅 271m,焼き鳥,,3.05,22,182,"￥3,000～￥3,999",-,大阪府豊中市新千里東町1-3 せんちゅうパル 3F 324-1区画
お酒の美術館 千里中央店,千里中央駅 150m,バー,,3.03,12,91,"￥1,000～￥1,999",-,大阪府豊中市新千里東町1-3 せんちゅうパル 1F
京都キョーワズ珈琲 イオンSENRITO店,千里中央駅 126m,喫茶店,,3.01,4,23,-,-,大阪府豊中市新千里東町1-1-3 イオンSENRITO専門館 2F
肉工房 千里屋 千里中央店,千里中央駅 159m,その他,,3.04,9,129,-,-,大阪府豊中市新千里東町1-3 せんちゅうパル 1F
チャイナチューボー 千里阪急店,千里中央駅 292m,弁当,,3,4,18,-,-,大阪府豊中市新千里東町1-5-1 阪急阪神百貨店 B1F
TERRA COFFEE ROASTERS 新千里東店,千里中央駅 962m,カフェ,,3.04,6,354,-,-,大阪府豊中市新千里東町3-3-120 パークホームズ千里中央ザレジデンス 1F
ワインスタンド しゃぶちん,千里中央駅 360m,ワインバー,,3.43,55,898,"￥3,000～￥3,999",-,大阪府豊中市新千里東町1-3-149 せんちゅうパル B1F
銀仙,千里中央駅 233m,寿司,,,9,,-,-,大阪府豊中市新千里東町2-1 千里阪急ホテル 東館 2F
らーめん風土記,千里中央駅 35m,ラーメン、つけ麺,,3.29,122,942,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市新千里東町1-5-3 千里朝日阪急ビル 2F
北海屋,千里中央駅 384m,ラーメン、ちゃんぽん、餃子,,3.49,333,5417,"￥1,000～￥1,999",～￥999,大阪府豊中市新千里東町1-3 せんちゅうパル 3F
bb.q オリーブチキンカフェ 千里中央店,千里中央駅 137m,鳥料理、韓国料理,,3.26,61,463,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市新千里東町1-3 せんちゅうパル
ベル・ヴィル 千里中央店,千里中央駅 257m,パンケーキ、カフェ,,3.2,88,1384,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市新千里東町1-3 せんちゅうパル 2F
炭火焼干物定食 しんぱち食堂 千里中央店,千里中央駅 526m,食堂、居酒屋、海鮮,いつでも生ビール176円で！大阪初上陸！豊洲市場の厳選素材を干物にして炭火で。,3.08,77,1266,"￥2,000～￥2,999",～￥999,大阪府豊中市新千里東町1-2-20 LABI LIFE SELECT 千里 4F
デリフランス 千里中央店,千里中央駅 129m,パン,,3.03,19,95,-,-,大阪府豊中市新千里東町1-1-3 SENRITOよみうり 2F
551蓬莱 千里阪急店,千里中央駅 269m,肉まん、餃子、飲茶・点心,,3.05,35,412,～￥999,～￥999,大阪府豊中市新千里東町1-5-1 千里阪急 B1F
京煎堂,千里中央駅 274m,和菓子,,3.01,3,124,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1F
鼓月 阪急千里店,千里中央駅 268m,和菓子,,3.01,2,19,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1
中国料理　三楽,千里中央駅 272m,中華料理、飲茶・点心,,3.35,48,1082,"￥6,000～￥7,999","￥3,000～￥3,999",大阪府豊中市新千里東町2-1 千里阪急ホテル 内
ゴンチャロフ 千里阪急,千里中央駅 272m,チョコレート,,3.01,5,27,-,-,大阪府豊中市新千里東町1-5-1 千里阪急
浪花古市庵 千里阪急店,千里中央駅 271m,寿司,,3.01,3,31,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B2F
あぶりや 千里中央店,千里中央駅 95m,焼肉,,3.07,36,586,"￥5,000～￥5,999",-,大阪府豊中市新千里東町1-5-3
Port5,千里中央駅 421m,洋食,,3,6,95,-,-,大阪府豊中市新千里東町1-4-2 千里ライフサイエンスセンタービル 5F
丼丼亭 千里せんちゅうぱる店,千里中央駅 337m,天丼、かつ丼、親子丼,,3.06,47,381,-,～￥999,大阪府豊中市新千里東町1-3-15 せんちゅうぱる専門店街 B1F
魚道楽 富惣 千里阪急店,千里中央駅 290m,惣菜・デリ、弁当,,3.01,6,17,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1F
とんかつ 花むら 千里中央店,千里中央駅 50m,串揚げ、とんかつ、かつ丼,,3.24,83,1243,"￥3,000～￥3,999","￥1,000～￥1,999",大阪府豊中市新千里東町1-5-3 千里朝日阪急ビル 2F
ヨックモック 千里阪急店,千里中央駅 257m,洋菓子,,3.01,7,39,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1F
LE BIHAN 千里阪急店,千里中央駅 275m,パン、サンドイッチ、ベーグル,,3.25,33,419,～￥999,-,大阪府豊中市新千里東町 1-5-1 千里阪急店　Ｂ１Ｆ
スタンド 一粋堂,千里中央駅 252m,ワインバー,,3.08,8,79,-,-,大阪府豊中市新千里東町1-3-149
カフェ＆バイキング シャガール,千里中央駅 223m,ビュッフェ、洋食、カフェ,,3.23,81,1731,"￥4,000～￥4,999","￥3,000～￥3,999",大阪府豊中市新千里東町2-1 千里阪急ホテル　１Ｆ
千房 せんちゅうパル店,千里中央駅 409m,お好み焼き、焼きそば,,3.05,24,225,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市新千里東町1-3-325
サブウェイ 千里中央店,千里中央駅 174m,サンドイッチ,,3.03,7,33,-,-,大阪府豊中市新千里東町1-3-149 せんちゅうﾊﾟﾙ 2F
千鳥屋 千里中央店,千里中央駅 321m,和菓子,,3.03,3,23,-,-,大阪府豊中市新千里東町1-3 せんちゅうパル
ミスタードーナツ 千里中央ショップ,千里中央駅 272m,ドーナツ,,3.04,20,74,～￥999,～￥999,大阪府豊中市新千里東町1-3 せんちゅうパル B1F
ソルビバベーカリー,千里中央駅 370m,パン、サンドイッチ,,3.27,37,543,-,-,大阪府豊中市新千里東町1-3 せんちゅうパル 2F
マネケン 千里中央店,千里中央駅 282m,洋菓子、ジェラート・アイスクリーム,,3.03,17,119,-,-,大阪府豊中市新千里東町1-3 せんちゅうパル 1F
クロバー,千里中央駅 251m,喫茶店、サンドイッチ,,3.13,17,139,-,-,大阪府豊中市新千里東町1-3-11
マクドナルド 千里中央店,千里中央駅 98m,ハンバーガー,,3.04,38,216,-,～￥999,大阪府豊中市新千里東町1丁目3
Rice hug,千里中央駅 48m,おにぎり,,,6,,-,-,大阪府豊中市新千里東町1-1-5
Carbuono Roma,千里中央駅 502m,イタリアン,,3.09,19,406,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市新千里東町1-2-20 LABI千里ヤマダ電機 4F
御座候 千里阪急店,千里中央駅 265m,たい焼き・大判焼き,,3.05,29,183,～￥999,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1
KOHYO SENRITO店,千里中央駅 111m,コンビニ・スーパー,,3.03,3,17,-,-,大阪府豊中市新千里東町1-1-3
サントアンドレアカフェ,千里中央駅 388m,カフェ、パン、サンドイッチ,,3.11,20,237,～￥999,～￥999,大阪府豊中市新千里東町1-3 せんちゅうパル
鶴屋八幡 千里阪急,千里中央駅 274m,和菓子,,3.01,8,80,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1F
FRESCO 新千里東店,豊中市,コンビニ・スーパー,,3.02,1,4,-,-,大阪府豊中市新千里東町3-3-120-103
阪急OASIS 千里中央店,千里中央駅 394m,コンビニ・スーパー,,3.05,5,10,-,-,大阪府豊中市新千里東町1-2-1
LAWSON HA 北急千里中央B1店,千里中央駅 257m,コンビニ・スーパー,,3.02,1,5,-,-,大阪府豊中市新千里東町1-3-25 B1F 中央南改札口前
千里魚浜,千里中央駅 263m,その他,,3.01,1,6,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1F
MASUDA ハンバーグと自家製パンの店,千里中央駅 257m,鉄板焼き,,3.33,90,3751,"￥2,000～￥2,999","￥2,000～￥2,999",大阪府豊中市新千里東町1-3 せんちゅうパル 4F
喫茶 いち,千里中央駅 351m,喫茶店、サンドイッチ,,3.67,442,13118,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市新千里東町1-3 せんちゅうパル B1F
ナマステ タージマハル LABI千里店,千里中央駅 526m,インド料理、インドカレー、居酒屋,,3.05,36,386,"￥1,000～￥1,999",～￥999,大阪府豊中市新千里東町1-2-20 LABI千里 4Ｆ
食彩プリモピアット,千里中央駅 244m,洋食,,,10,,-,-,大阪府豊中市新千里東町1-5-1
MUC COFFEE ROASTERS 千里ライフサイエンス店,千里中央駅 432m,カフェ、喫茶店,,3.1,14,357,～￥999,～￥999,大阪府豊中市新千里東町1-4-2 ライフサイエンスビル 1F
まめかりん 千里阪急店,千里中央駅 265m,和菓子,,,10,,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1F
カフェモロゾフ イオンSENRITO店,千里中央駅 155m,カフェ,,3.08,50,417,～￥999,-,大阪府豊中市新千里東町1-1-3 イオンSENRITO専門館 3F
モンロワール 千里阪急店,千里中央駅 257m,チョコレート,,3.01,5,43,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1F
桂新堂 千里阪急店,千里中央駅 270m,和菓子,,3.01,1,23,-,-,大阪府豊中市新千里東町1丁目5番1号
オーガニック・プラザ せんちゅうパル店,千里中央駅 225m,コンビニ・スーパー,,3.06,2,19,-,-,大阪府豊中市新千里東町1-3 せんちゅうパル 2F
和楽路屋,千里中央駅 166m,たこ焼き,,3.48,299,5116,～￥999,～￥999,大阪府豊中市新千里東町1-3-149 せんちゅうパル B1F
TSUNAGU,千里中央駅 126m,スイーツ,,3.05,4,32,-,-,大阪府豊中市新千里東町1-1-3 SENRITOよみうり 2F
シェ・ナカツカ 千里店,豊中市,ケーキ、マカロン、洋菓子,,3,3,115,～￥999,～￥999,大阪府豊中市新千里東町3-3-120
さくららうんじ,千里中央駅 248m,喫茶店、カフェ,,3.35,63,629,"￥3,000～￥3,999","￥2,000～￥2,999",大阪府豊中市新千里東町2-1 千里阪急ホテル
ヴィ・ド・フランス 千里中央店,千里中央駅 220m,パン、カフェ,,3.03,24,166,～￥999,～￥999,大阪府豊中市新千里東町1-3 せんちゅうパル 一番街 B1F
乃が美 千里中央販売店,千里中央駅 256m,パン,,3.01,4,29,-,-,大阪府豊中市新千里東町1-3 せんちゅうパル 2F
天風堂,千里中央駅 107m,ラーメン,,3.29,162,1460,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市新千里東町1-3 せんちゅうパル 2F
いきなりステーキ LABI千里店,千里中央駅 503m,ステーキ、ハンバーグ,,3.05,39,330,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府豊中市新千里東町1-2-20 LABI LIFE SELECT 千里 4F
アルヘイム 千里中央店,千里中央駅 195m,パン、喫茶店、カフェ,,3.06,45,359,-,～￥999,大阪府豊中市新千里東町1-3-221 せんちゅうパル 2F
33 trente-trois,千里中央駅 949m,カフェ,,3.04,2,74,-,-,大阪府豊中市新千里東町3-5-3
しゃぶしゃぶ温野菜 LABI千里中央店,千里中央駅 503m,しゃぶしゃぶ、豚しゃぶ、すき焼き,,3.04,27,448,"￥3,000～￥3,999",-,大阪府豊中市新千里東町1-2-20 LABI千里 4F
果琳 千里中央店,千里中央駅 53m,カフェ、ケーキ、サンドイッチ,,3.31,82,1128,～￥999,"￥1,000～￥1,999",大阪府豊中市新千里東町1丁目5-3 朝日千里阪急ビル２階
LAWSON 豊中新千里東町一丁目店,千里中央駅 395m,コンビニ・スーパー,,3.02,1,2,-,-,大阪府豊中市新千里東町1-4-2
モロゾフ 千里阪急店,千里中央駅 257m,洋菓子,,3.03,15,68,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1F
鰻萬 千里阪急店,千里中央駅 270m,うなぎ,,3.01,3,30,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1F
ロッテリア 千里中央店,千里中央駅 272m,ハンバーガー,,3.05,44,260,～￥999,～￥999,大阪府豊中市新千里東町1丁目3-135
千里庵,千里中央駅 372m,そば、ちゃんぽん、うどん,,3.34,120,1664,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府豊中市新千里東町1-3 せんちゅうパル 3F
おこわ米八 阪急千里店,千里中央駅 284m,弁当,,3.01,2,19,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1
西利 千里阪急店,千里中央駅 272m,惣菜・デリ、その他,,3,1,19,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1F
千里阪急ホテル,千里中央駅 236m,ホテル,,3.23,46,247,"￥5,000～￥5,999",-,大阪府豊中市新千里東町2-1
神戸風月堂 千里阪急店,千里中央駅 265m,洋菓子,,3,3,15,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1F
淡路屋 千里阪急店,千里中央駅 271m,弁当,,3,3,20,-,-,大阪府豊中市新千里東町1-5-1 千里阪急
心亭 阪急千里店,千里中央駅 276m,おにぎり,,3,1,6,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1F
RF1 阪急千里店,千里中央駅 278m,惣菜・デリ,,3.01,5,48,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1F
伊藤ハム 千里阪急店,千里中央駅 278m,その他,,3,1,7,-,-,大阪府豊中市新千里東町1-5-1 千里阪急百貨店 B1F
アンテノール 千里阪急店,千里中央駅 254m,ケーキ,,3.03,15,102,-,-,大阪府豊中市新千里東町1-5-1 千里阪急 B1F
味処 祭,桃山台駅 552m,居酒屋、ふぐ、寿司,【桃山台駅7分】厳選食材で作り上げる料理は200品以上！お好きな品を肴に楽しく飲める居酒屋,3.21,29,744,"￥5,000～￥5,999",-,大阪府豊中市新千里南町3-1-24 桃山台グリーンピア　１Ｆ
